bedroom_count,net_sqm,center_distance,metro_distance,floor,age,price
2,95.50410297,1696.7,166.94253,11,44,95046.31141
3,18.59936711,113.2,51.70730027,15,18,99066.61456
2,62.98924657,1134.23,41.89394039,17,17,92535.56839
6,283.4889875,313.99,48.9744417,1,56,103205.6585
3,122.9062893,71.27,-25.35722193,7,79,97502.99489
1,32.64000546,76.39,-16.16088937,1,45,95385.86874
4,208.611465,1644.41,78.17013812,11,45,95966.98731
3,119.546901,1657.06,146.9284141,15,42,95613.927
8,326.119978,527.04,-3.250863626,1,45,102565.5362
10,271.9509504,1359.39,61.30465693,1,39,100389.9213
4,153.9623745,1767.6,212.6020008,18,21,98672.06092
6,63.34056372,30.18,16.85012246,3,34,96353.39964
6,307.5847598,1372.32,8.160911728,2,34,100236.4739
7,303.3600501,624.67,23.88069922,1,66,99994.04585
4,138.415769,999.47,144.0050972,23,46,100695.8442
2,15.27632113,1065.01,4.349472479,24,14,95563.39507
4,178.8259665,1948.04,133.434787,14,20,94620.62298
2,26.18571216,994.76,39.18681239,17,79,90438.78238
1,43.69456234,1002.79,84.72662975,24,8,95020.68928
2,85.24599058,682.5,91.7805836,10,89,94318.33752
2,105.6737692,451.04,-5.602000791,21,38,98155.96948
2,74.06870233,1942.27,237.8327423,22,21,95114.03708
4,111.9212052,262.13,28.45424385,4,48,98393.83612
3,47.17971139,1840.03,232.7338005,9,56,89830.34097
2,91.16059095,1632.11,220.5781408,13,80,92895.18939
2,73.26876247,315.68,-3.148397087,3,56,93998.29128
1,34.28316992,1043.1,41.61633169,11,89,91378.18897
2,52.24137215,1448.42,66.39974465,9,89,89551.25094
5,113.9198612,299.09,31.48994166,3,1,99930.6077
1,11.15451128,1698.82,161.0902286,24,61,89978.80975
1,24.10182933,21,79.04072977,4,61,94942.25153
4,161.8058376,1587.75,78.29743745,14,32,94875.67003
4,205.230754,1197.56,87.09020055,12,32,98164.19066
2,76.02372317,625.3,59.27173416,13,90,93475.55082
3,80.10749454,221.84,19.82179487,13,9,97948.70171
3,148.6533228,1048.26,99.3513704,4,44,96627.95834
1,36.90437828,1667.02,136.0140252,17,66,90995.86492
1,18.40325208,270.19,90.27394382,21,69,94822.48354
3,110.1970663,1998.65,243.869101,15,87,95060.75441
7,191.0164818,1315.3,113.2551483,1,37,98425.04848
1,15.75702877,252.26,41.24465006,6,24,95277.63096
13,433.5133187,1342.56,187.0738136,2,68,104630.1965
1,52.73747747,502.18,65.99870231,5,57,96065.19053
2,19.83820276,1766.35,248.6939403,20,88,93753.72264
4,124.7169768,575.31,52.88853323,17,83,96769.36005
1,64.52019414,403.2,30.48280305,6,71,95616.40701
3,70.77251496,680.03,31.0216782,11,78,95746.47854
2,111.9269789,641.49,103.8045199,3,33,97234.49769
7,128.4503505,1927.44,223.2950026,1,35,93981.92824
2,68.98973768,850.3,30.57132776,23,0,96562.55473
2,80.06484081,737.26,16.44381359,12,86,91981.73691
3,115.3457803,1835.33,128.964134,11,80,92048.32237
6,164.2251325,1034.34,93.1943511,1,14,95974.1937
4,152.4495776,1295.17,68.87507899,7,44,95245.76061
3,46.54680157,968.97,5.728119863,8,7,92150.12441
4,26.95712854,687.92,73.05809098,10,34,94985.43252
2,69.67561728,893.46,124.3808971,8,68,95400.46397
5,179.8561106,502.19,-2.328797272,3,0,100821.1159
8,85.94528625,1660.84,99.00855063,1,29,93521.82002
3,38.58263554,32.69,56.79397365,18,71,97588.2678
3,77.21670984,1174.19,84.05550107,17,26,94266.10344
1,37.63857883,711.13,84.11878206,10,6,94468.83942
3,86.52388613,1877.87,129.4204742,5,8,93929.79003
4,34.781275,1986.38,203.3227528,17,3,92210.10998
2,79.83909032,1515.02,109.5560719,15,29,92082.9388
2,26.20129202,1400.07,163.7110832,3,71,90681.75559
2,65.61665886,530.34,138.8263549,15,50,97293.65523
17,644.3190194,229.89,-63.47024035,1,76,115683.5495
5,131.6700962,460.49,2.120679246,3,70,97279.19417
1,40.47443004,233.29,136.1919349,15,53,99412.72198
3,110.8667548,1150.55,131.9024106,23,35,98416.39366
2,102.8108125,1212.5,37.4882255,7,47,94681.66317
4,177.0608124,321.5,13.06188914,2,77,96977.13762
1,11.81769935,1067.01,128.1966233,19,91,92376.07461
3,110.5261375,1953.52,159.7538531,4,35,90130.83868
4,105.2020467,1252.85,99.91301513,1,71,91593.44208
2,114.187683,1959.02,129.3627214,24,5,96936.08843
2,96.54885335,727.82,101.5029865,17,95,94426.41478
3,142.0288402,100.98,-18.09650148,18,50,98358.40747
3,26.05073912,1868.91,239.3321374,2,90,90377.27735
5,182.6782588,287.15,88.14081284,1,84,98127.94951
2,95.77596375,125.71,87.25186685,3,58,95552.7134
9,304.638016,586.89,85.38520294,2,83,102371.3656
6,261.771356,486.07,80.32592525,3,49,100979.1833
3,54.22789798,1200.39,198.1472115,17,29,94593.30852
4,105.5643097,764.75,48.33477308,18,50,98664.55717
2,31.85134249,557.53,44.08045362,9,18,95669.15329
3,91.56481762,598.81,61.81459234,6,97,93499.02416
4,31.13583848,245.07,2.415269823,15,28,97002.54792
5,163.981227,910.9,99.4311781,3,92,96840.25834
1,37.79624701,1754.86,195.9892863,23,80,90417.77739
4,210.5888023,1705.34,53.22432867,17,90,93628.98109
2,48.59553636,1871.77,128.6842725,9,79,87774.53056
7,73.97131271,1600.56,107.3595637,1,14,92752.40968
4,20.23516596,1456.01,102.8705168,10,54,91270.27147
2,52.57556966,989.98,68.69746455,12,40,93732.88848
5,188.4401626,1213.18,72.22773998,2,33,97751.27331
1,76.99355999,1755.86,143.137856,19,5,94828.46804
6,166.0870757,1809.58,135.8098609,2,96,92889.07948
9,124.0733625,610.72,43.18963428,2,69,94852.60759
3,96.11281984,1368.3,70.27331761,2,44,90727.82662
7,66.62979426,959.7,22.71134121,1,69,93772.94089
10,455.7542973,718.59,16.31674645,1,91,104976.282
1,57.56108822,276.32,67.76499621,11,92,94789.09016
1,33.73880896,965.33,-46.0789119,18,79,90029.63563
7,160.5761578,213.83,-40.91747277,1,12,99614.74156
2,31.36411484,611.63,47.60839239,11,25,95818.04059
1,48.67927839,1469.65,95.73461236,2,72,88306.52869
2,57.4377901,1088.55,17.42557983,18,66,91671.54967
1,52.6870045,651.29,56.90398597,7,58,91908.41335
3,37.17352287,1079.15,71.03867375,9,34,94324.15964
3,116.2670037,909.05,5.81253574,6,77,94532.21458
5,83.82168304,43.93,-89.70228312,3,96,93498.72352
2,28.53602511,1668.35,110.0766557,4,73,89928.50056
3,74.70788839,680.61,151.2780381,17,71,95310.77662
3,172.3766803,599.72,60.21327605,4,24,98297.5017
7,363.5597047,1608.35,133.6819751,1,80,100391.9652
3,95.47259596,1641.84,245.8269495,20,26,98030.87605
3,131.5173164,787.96,16.20435235,7,19,95565.79851
3,110.122436,1833.67,166.9757353,1,40,93900.90308
3,78.44589676,1234.8,135.1804925,6,59,93876.00844
7,291.6303851,550.84,-20.88363908,1,57,100778.4841
4,180.2438735,953.71,8.687827642,16,56,99534.06716
2,42.07450626,1451.85,152.3218977,20,23,93375.20517
2,66.75686791,1137.37,167.9868184,22,8,95916.91669
1,29.51419301,1625.77,180.5443553,15,36,90590.13292
2,7.519695487,1636.03,153.8382878,16,21,92073.82877
3,57.03191611,45.24,99.78308485,22,5,101183.8481
4,180.8136775,1092.28,149.5134466,5,83,96094.44682
3,137.9738764,1172.34,145.6131869,4,6,96351.30527
2,79.19357915,698.64,98.08315111,8,17,97884.73725
10,138.399731,930.13,123.1431667,2,13,97018.17111
5,101.9955828,1361.41,181.4363682,1,39,96261.54172
1,67.84180371,1260.41,121.2622269,10,87,93283.6403
4,172.6994862,1591.24,141.0093551,21,1,99535.54756
4,143.8470095,1194.98,104.6603721,14,24,96563.39044
1,10.98954488,207.55,78.79849244,2,85,95157.32326
1,72.14284758,1664.39,192.997715,17,69,91172.00955
4,153.1844734,1674.6,187.6792267,16,23,97714.22564
1,62.02387401,1224.11,104.4145266,19,80,94285.26202
2,113.3522128,92.53,55.37358073,11,96,99054.91858
6,136.9330943,935.43,120.8748744,2,13,99115.53784
1,59.81392775,210.14,3.368291415,3,81,93785.68244
3,50.92369941,1940.45,150.598233,5,90,88688.38134
3,100.9694894,841.57,93.52647579,20,77,96853.47178
5,110.2003913,1087.52,117.2912407,3,89,94670.1508
5,89.32384741,1145.17,108.6806844,3,50,94855.34277
2,100.7809529,1869.89,100.868884,13,25,90641.13434
3,154.8587662,90.85,-73.90866144,19,7,102859.1423
5,98.54046163,947.26,64.12846416,1,72,92180.92801
4,156.8768299,832.75,30.41104085,21,70,98818.10253
6,275.3295563,536.57,163.0353583,3,9,105918.3934
4,130.4201191,1300.81,143.1541614,10,14,97387.71542
2,47.28257473,986.71,174.4191611,16,94,95200.80066
2,82.28680235,1793.78,252.57638,21,35,97277.3113
2,51.30291903,593.68,124.7391376,6,5,94559.71315
1,41.5233135,1528.45,172.4833575,20,24,92412.95546
12,83.55745736,171.17,-27.5281199,1,68,97636.36451
6,121.6975313,1430.37,139.4536007,3,53,94339.17452
4,197.2129436,855.52,107.0270601,17,86,100824.794
4,179.174326,568,31.44754394,12,36,99439.3095
6,302.7532965,214.89,100.8392122,3,8,105437.5908
2,22.51719433,1966.07,131.5812939,24,18,91320.15217
1,38.9338039,1111.51,-4.69425356,12,4,91461.77586
4,137.6590862,669.38,67.26899537,7,51,96674.95908
2,55.56465989,685.8,102.7922969,3,21,93046.78546
2,57.56521966,1921.77,289.9405403,23,87,92377.09155
4,119.6933175,1347.69,118.42804,10,58,95494.07724
2,92.80004801,733.77,116.8903496,16,86,97007.30387
2,58.24268152,1363.23,117.6058363,10,89,91510.98179
5,190.5622558,1558.88,96.47260743,3,26,94339.27952
1,26.96303542,640.14,60.08734908,13,30,94508.70661
4,91.48993511,1939.82,195.3175133,14,88,92337.65382
1,32.89234074,1249.4,92.7035243,24,97,92267.37531
3,118.2772892,1303.01,86.83014413,3,85,91018.76256
2,39.04769576,1326.54,241.950086,7,26,95511.01308
2,67.59808067,1426.4,158.9723596,24,68,95374.50462
3,55.7674769,66.58,35.85282522,17,63,95975.41415
2,65.12635713,1729.63,190.1881512,14,72,90321.47575
2,128.8208027,1468.57,147.5878623,2,12,96520.77865
2,87.00621266,1932.78,241.2612537,3,19,92574.23741
3,139.4279935,1782.02,127.7175649,6,69,91507.57527
9,269.613055,1333.31,98.5076245,2,48,101336.6495
4,43.03591539,876.81,154.863064,20,55,95444.63704
3,13.04507406,1214.93,158.1455763,10,94,93250.89955
7,375.7790907,920.93,74.713754,1,71,102717.7495
7,96.68092154,1886.72,96.99657756,1,5,93380.22633
2,70.19565844,893.88,131.1478077,23,17,97026.40625
1,14.34656816,1748.19,60.52310971,13,12,89328.61976
1,26.19330342,1522.01,134.8680424,23,19,93080.33929
6,162.1737812,1559.88,151.9401341,2,50,96397.12904
1,34.27514275,1329.48,107.180271,10,66,89425.56487
6,226.9820474,1187.88,137.6082654,1,80,97336.23411
3,139.3656698,1669.62,177.7586434,24,96,95775.46481
3,92.37143919,1977.82,177.4470186,16,21,93766.24794
2,58.67218864,899.8,61.70751198,11,83,94977.10847
6,243.983344,750.08,79.4883957,2,8,102698.3291
1,55.16963989,351.85,70.72640509,11,2,98489.62681
9,96.77383042,1779.63,151.0509872,2,51,92757.5894
7,301.0621979,1017.39,108.377801,1,80,99069.97189
1,41.0060601,977.05,107.0711215,8,76,91458.42778
3,36.41719148,1963.49,248.029943,4,28,89393.27185
2,52.93843967,166,50.37476366,1,47,96754.0757
8,196.1111075,345.44,41.3724337,2,36,98947.08938
9,261.932068,921.99,79.74268077,1,27,100062.313
3,150.7849205,70.41,79.12729759,23,42,102109.5622
2,15.51452083,278.88,73.13386992,14,26,94826.64786
3,104.2613256,1992.34,145.5309086,9,24,91040.39255
2,81.0356405,933.62,148.8332934,20,36,97492.36931
2,81.86443851,666.62,2.615252758,9,42,94457.6098
2,80.74283702,1822.41,148.1397453,6,16,93738.64908
3,47.69167503,1185.46,101.0208185,17,85,93516.46681
3,44.39728078,1435,121.4463801,5,95,91888.94301
2,107.3451053,233.57,-61.74590192,15,20,96579.98787
2,98.68211601,1335.38,87.1537703,20,96,92602.77921
1,72.25385813,1221.95,178.355362,5,30,95001.39566
3,66.78211566,1028.99,91.93652653,13,47,93255.26596
3,34.72299925,1358.26,100.5656834,16,78,93077.60723
2,99.18006798,1033.06,159.4324641,3,28,94451.73195
1,47.78589975,816.37,155.8800466,13,49,96616.49985
2,88.24153119,1235,63.29209509,2,29,92817.77766
4,160.7315203,1576.42,158.8790299,20,74,94788.99987
1,10.50835197,53.31,38.1170541,7,38,93403.03297
2,64.82650206,328.57,-78.3321282,5,9,96685.06283
3,93.23945327,982.77,88.95857594,8,93,92822.57319
2,52.61058488,1604.9,214.6682757,22,15,97228.73766
5,152.9605514,244.33,10.25498228,3,70,97162.96167
1,25.4766185,697.77,58.9065622,7,44,94378.11594
5,181.3502413,321.33,-17.97767976,3,54,100368.1314
9,208.9569003,833.46,30.51012241,2,30,98609.88321
2,112.9738651,910.99,-12.62899467,5,42,93767.63675
3,27.75746384,1434.2,127.2481354,6,71,90985.54745
5,139.5983529,1758.27,159.0016393,3,22,95339.84736
3,89.52059816,1898.16,211.7332804,20,39,95998.56997
3,43.09695147,1824.44,241.3394169,16,25,94130.59799
2,91.08180186,317.49,166.5418557,16,23,100539.5897
1,63.71320901,347.38,21.73152532,12,75,94407.68988
4,78.64880293,1981.17,131.9371536,13,95,90015.03715
2,56.16364251,857.31,99.56766422,11,57,93245.49371
2,62.05376424,1405.31,71.60306726,21,75,94516.22736
2,78.36498447,337.46,-6.525189012,2,95,94449.07449
6,184.4923379,176.01,-4.137543016,3,12,99914.31381
1,73.52547744,825.4,125.7579414,21,92,95956.22745
5,84.6174014,1418.23,124.243444,1,36,91717.49849
2,108.271735,1300.45,99.83067718,14,10,96051.61655
2,32.04189039,271.35,38.3255524,15,29,96350.32502
4,89.41931124,605.96,105.0577777,7,80,97329.93741
7,324.4955851,1274.05,118.2637597,1,71,101015.9437
8,370.586363,687.05,77.70449302,2,11,107523.962
3,103.414867,1293.1,120.7016262,3,11,94679.70877
3,50.02499375,928.3,61.6232771,3,17,91886.97625
1,28.48998247,1987.03,202.115822,19,76,88606.0918
2,42.48717694,887.29,31.99872634,3,59,93094.5281
6,276.2850014,921.52,9.178775848,3,23,100642.493
2,77.32279014,459.79,-36.11960947,5,19,95302.55779
2,58.76738477,825.04,-64.61435727,14,32,91591.14273
6,158.9604243,240.16,-60.02033831,3,80,96040.20182
1,28.24312557,1692.45,93.36260347,17,89,88678.48476
2,63.7570368,1235.85,174.1848565,24,52,95307.66925
8,306.355055,1706.03,175.1369742,1,33,99458.15671
2,56.03751852,56.36,-9.377860548,1,89,94167.24325
7,159.4881397,520.72,31.42465453,1,51,98453.05362
4,120.7900128,1283.13,174.3210481,8,41,97702.86502
5,223.7188417,702.56,88.18461378,1,88,99948.34552
1,31.6468955,93.88,0.881339585,10,87,93740.24744
2,28.58957007,917.67,103.2948677,23,79,93028.72326
3,104.4289826,888.21,-29.00767601,1,69,93534.04483
2,108.0405835,381.35,35.59176042,7,86,96484.2076
2,9.399351363,463.7,75.73174221,9,5,95907.87663
5,74.92796734,1077.1,74.02754231,3,44,94237.4377
4,200.3619275,1914.25,182.6492023,7,11,98387.58138
2,60.59183451,1244.49,104.2029055,20,2,97128.37444
1,45.36077059,1646.91,215.0482975,20,20,95929.80577
2,35.18382933,28.38,-45.25872112,19,24,96227.38472
2,41.11416783,313.93,8.596040262,8,22,96096.09462
14,381.9862382,1600.48,175.7574255,2,64,103316.0624
3,48.55782295,273.4,53.24356834,3,83,93328.96543
7,132.8768167,1435.68,104.004596,1,57,95430.36995
2,10.24451809,1597.9,130.8321509,24,72,91877.31351
4,143.3812744,747.85,105.2643338,1,63,98241.96563
1,18.83972617,72.94,35.67582957,7,60,93806.89989
4,56.32851715,1212.33,82.98077292,6,46,94131.21769
10,145.113194,606.15,49.15540284,2,10,99106.8341
1,23.44508741,781.36,82.94723135,3,67,91828.47354
3,56.1194003,848.37,7.883743798,22,51,96005.30962
3,83.52920746,200.79,-10.69169974,17,37,98435.04957
2,100.4266051,784.28,75.83055825,22,79,96680.2059
2,81.24569719,101.71,-20.16210126,8,26,97211.51644
4,171.6279179,1358.47,26.57226477,7,31,96697.56
3,93.95093475,1697.87,97.69679045,19,42,95164.3136
2,105.7486701,1066.09,6.075309782,11,42,95275.5669
5,208.6403732,669.93,73.02947683,1,77,97789.2711
2,64.57837708,866.63,58.08929356,11,81,94067.26641
3,96.92265527,943.88,-44.00333726,10,11,93790.01306
2,75.81362381,149.21,27.2089337,15,94,95436.32274
10,418.1806411,1407.65,159.1490264,2,15,106392.6404
4,62.30852755,1035.02,157.7841011,7,41,96385.3237
3,121.5045121,1791.6,203.4937802,20,6,95752.88215
1,42.57693995,1946.73,166.0934608,23,8,94234.24021
3,54.13773898,1941.03,177.8875096,20,13,94133.07607
1,41.00423167,1485.13,72.95782985,19,48,92569.32971
4,75.56851826,1013.55,112.8754365,20,65,95202.96571
2,82.94793146,388.29,34.44327641,14,70,95745.98939
6,130.7034439,1574.45,126.8889173,2,67,95157.13285
5,248.7350606,1577.76,125.7095838,3,4,96536.72072
2,77.48937823,124.75,27.64256475,22,67,96935.19904
3,130.3897569,312.29,-3.218411157,10,18,99578.22121
2,107.3110468,1867.49,229.9744468,10,91,91955.05903
3,60.90273614,77.67,28.13122873,21,38,97297.00456
4,178.7598644,860.12,103.0241363,10,41,99528.40558
2,41.12395558,1807.74,206.79943,9,54,91613.59699
5,123.0712727,60.2,-40.82665366,3,49,97296.00496
3,116.1946167,508,-37.48864926,6,24,96110.36088
6,105.3504267,1870.13,229.4599381,1,56,90982.1824
2,73.64918702,1875.33,211.3062342,22,67,94922.3171
2,83.09263833,1782.24,106.5466465,14,20,91120.45398
6,76.74465436,1274.9,137.9731199,1,43,94831.85785
1,15.49436678,1360.3,164.5085632,16,46,91334.59434
1,64.97119762,1936.97,214.4501198,14,32,94367.6781
3,22.65454683,1173.9,70.23174738,19,67,94326.16438
5,187.6639021,1495.94,82.97636124,2,45,97087.1309
2,7.460842151,1914.1,164.7744204,19,60,88802.78317
5,144.1866031,794.14,42.52548243,2,17,97221.8095
9,467.2392949,810.49,68.98121373,1,94,105615.3756
2,14.28857327,304.58,67.24580542,5,84,94889.34176
3,168.3806247,626.56,104.6872059,19,46,101401.7283
7,60.22184143,1106.13,100.9721222,1,93,93532.33284
1,73.65605552,1017.6,17.99224963,3,22,90680.36938
2,64.64722646,244.28,121.883004,15,51,98375.16384
4,153.4101554,488.47,52.69377889,14,4,102605.6462
1,23.82218563,579.61,171.3221387,15,11,95625.00667
3,80.85404354,1747.4,217.2528088,8,73,92884.33188
5,269.1588879,1987.38,161.6933068,1,30,95726.47014
2,57.9046323,93.07,-50.85802952,20,86,98018.77426
8,222.3538363,1980.24,308.2149582,2,45,96219.76046
2,82.80506897,1996.01,155.4784229,4,18,91970.9279
2,126.2541959,367.42,107.5355981,15,33,100530.9883
2,100.7273155,897.15,74.3314013,17,25,98932.99164
5,69.59324866,547.93,19.87304002,2,62,96231.0463
2,92.69664713,1855.58,145.8864588,4,21,93112.25154
1,71.12929996,1690.35,130.915619,4,28,91287.40029
4,113.3304359,67.09,-25.22419613,21,49,100366.3482
3,43.47961304,1570.5,72.8164041,4,66,89314.04206
4,48.80597281,196.52,19.88657557,10,0,95946.87048
3,108.7234939,278.38,-18.00657767,8,17,96598.19191
3,110.8876853,476.32,4.154045976,21,15,98986.08696
2,17.82646525,629.63,41.64276072,6,25,94915.90773
2,74.04755676,855.38,74.2165726,24,60,96388.9114
2,42.26694208,566.4,50.23713902,3,90,92413.35072
7,128.854416,154.28,46.08528494,1,0,101970.7092
6,132.9690426,1200.07,72.56380899,1,68,93646.3437
5,145.0661159,1071.27,54.67394182,3,60,93324.25504
10,520.0718253,966.44,88.21923296,2,95,107324.2279
9,237.9092738,651.66,62.56145779,1,17,103340.8888
2,64.18184669,487.42,21.30264814,9,61,95704.23856
2,40.6033852,695.97,87.753712,8,78,92941.99439
2,85.36743711,1002.59,134.25866,17,41,94582.82696
8,93.20669256,1778.59,180.3557115,1,45,92277.33243
2,86.89990778,254.06,-27.35073561,24,8,98077.8246
9,214.7459911,985.6,130.185492,2,21,101105.7914
4,108.3217446,1061.93,124.2050509,24,53,99863.52615
1,73.85120998,644.18,-8.63438273,7,49,95703.77911
8,304.7641817,426.77,69.5598098,1,44,104403.8046
11,117.8232821,675.41,117.6092814,2,78,97893.72789
1,21.74764978,261.61,20.4635799,5,10,96772.8084
1,49.5518782,1340.97,187.0065948,12,13,93268.5739
4,50.67553247,920.43,53.30084235,3,94,89921.63657
4,130.5205054,1197.76,104.7236618,4,37,93603.8063
1,52.58764598,84.65,100.9963995,20,3,98976.65318
2,50.23604014,1331.59,150.6660656,24,93,94717.45775
4,56.15474873,116.66,-24.05159066,8,89,96749.9874
3,93.70306842,273.02,-25.75615324,22,38,98177.48171
1,1.275917557,744.35,40.93203438,10,63,91708.21573
1,37.48069286,1940.79,73.85076861,12,57,90491.25796
11,213.5264185,166.24,4.390169323,1,5,102970.3603
6,329.5890524,660.5,-19.14253687,3,46,102637.7914
6,95.52969556,400.94,74.15415837,1,60,98462.65613
5,112.9448091,988.17,7.245499117,1,85,94641.2532
2,80.0289691,975.94,62.28829094,17,55,94306.36636
3,101.0285679,1074.65,88.72151061,10,76,94247.87451
6,215.4928818,1317.07,151.5648404,2,63,98138.11416
2,99.78480106,1319.35,143.7911116,20,89,94715.18856
2,37.41870751,1365.24,134.8232801,24,69,93392.50342
2,111.6210532,1664.68,62.77005958,1,35,91428.81987
2,73.72633614,437.28,48.99289245,14,72,94575.49102
3,174.5457142,320.68,10.0632017,7,59,98377.79619
3,48.21372888,1032.42,182.7637261,14,76,94221.57657
4,90.70004928,1095.78,152.7538141,5,77,94894.49802
5,42.82424183,1842.61,170.9516923,1,26,88874.74286
1,45.03262177,821.4,135.440534,20,0,98028.86045
6,82.51520474,1324.24,178.8436568,2,9,96566.49342
1,63.5168873,115.43,64.3696296,17,26,97793.41618
4,49.43879174,131.08,-1.829437424,3,22,94222.11414
1,31.60912964,1507.25,154.9976249,3,66,90738.41513
3,78.08574949,865.46,17.08757096,14,3,97096.71267
5,175.8811681,1613.41,161.2084966,3,87,94418.23062
2,96.91678521,873.96,96.29723032,6,62,96700.47355
5,209.3622336,1170.81,66.29866705,3,0,98810.32371
2,98.66151956,104.89,34.41501167,9,57,96133.22622
7,193.4519671,29.69,49.61368632,1,37,101895.4191
4,72.72599831,1544.7,162.7233934,14,96,92704.98349
5,271.1176293,1710.68,93.28501986,1,78,97193.77432
3,109.4883269,347.52,35.58564212,11,43,97514.06996
4,143.7281556,1669.7,120.5969841,15,58,94938.48562
9,333.6688456,716.66,98.48487205,2,43,105958.3539
2,24.60493513,51.97,-6.139898915,5,13,93885.11899
2,13.01802061,1933.73,103.9683353,7,16,87197.17406
2,32.38729374,734.2,99.99700494,2,69,94464.30219
4,123.7684925,425.82,68.97141841,10,90,96628.0579
3,71.27677418,1860.23,134.8378895,8,20,90124.83902
10,462.0542756,789.47,95.48682956,2,16,108362.1178
1,51.38390541,359.24,-104.6522584,2,90,90096.08575
3,154.8682607,236.51,3.330070247,7,87,96275.84989
3,89.29669411,805.83,81.69721268,8,42,94545.6297
3,77.59636651,1358.05,178.0886733,22,22,94855.25787
2,90.78785453,102.26,29.43817278,10,13,98947.67236
2,38.97790883,1522.56,114.6071497,5,34,89387.83624
7,82.66870725,575.12,-4.165493629,1,21,96364.64477
3,78.93629016,990.12,106.2321676,3,40,94510.24843
3,107.6485408,1711.61,94.80052777,20,10,94338.79711
3,99.06413155,1706.12,136.8197197,8,10,92957.96881
1,19.22667095,1826.01,200.7954281,6,57,91152.71317
10,251.0796643,732.41,58.44269939,2,11,102130.7463
1,48.44913106,1486.64,105.0082015,4,38,91970.14113
2,35.67577186,1128.85,56.72645365,4,72,91026.08235
6,200.7463465,769.96,23.61361798,3,89,96261.88067
2,39.57510327,786.23,5.290092683,4,23,91330.47184
4,80.02342058,1139.47,135.7505538,14,33,97286.83739
1,34.7658322,848.21,94.07678466,11,7,94251.05043
7,267.6978141,1663.25,126.5072776,1,21,96745.92658
3,109.0918881,1984.04,154.135289,21,57,93603.45414
3,60.05834069,1073,98.00102521,11,85,91468.64826
4,179.7236058,583.53,19.26561909,21,36,100643.6617
1,34.60561449,344.57,61.85562772,23,5,98625.52657
2,86.23243879,511.88,43.07279987,3,60,96426.52692
2,77.37621371,152.02,-14.64019269,5,61,94471.08744
4,167.9667777,650.58,90.27153366,6,38,100137.9484
9,109.8581892,1237.29,129.4541355,1,73,94748.79188
2,21.67152672,1118.4,54.01654792,21,75,91156.6201
6,97.40135414,741.53,96.73703716,1,12,98674.49606
2,111.5781893,1822.22,234.0670416,11,71,93899.86115
2,53.08813841,1033.42,83.34896492,20,27,94463.53331
4,146.6892062,1215.18,161.0640493,13,69,95919.82288
4,146.9984795,1541.31,179.3345795,13,7,96292.83559
2,17.12489602,1158.04,130.2256307,4,66,92970.8237
12,283.5230979,1504.68,189.2869441,2,32,103432.4002
4,181.2847939,1937.84,130.3332467,12,24,95413.87504
3,67.3699715,668.39,62.4133928,6,91,92627.2875
1,66.20777751,1915.15,227.3464798,8,61,93043.81139
2,45.586689,410.65,37.77540421,17,5,96099.61996
2,68.85947039,626.64,65.02282082,22,69,96197.74613
10,447.4691383,1921.71,210.0314525,2,64,104647.0627
1,55.7001208,817.11,107.6196259,15,74,94783.43721
2,38.8214549,342.05,60.91988282,10,55,94555.14754
2,91.80356689,535.05,84.15618797,17,33,98425.98843
5,90.99544573,293.99,16.78590586,1,75,97114.4592
4,19.84195914,1915.39,171.4467472,16,62,89013.94347
3,68.11335991,392.77,4.543243834,16,66,95030.07786
2,63.43962238,149.26,28.53286052,1,61,93356.32129
3,153.6822309,1693.62,175.2334518,9,8,97249.42909
3,34.84973858,1733.72,74.53466745,13,85,90907.42367
12,88.13243367,1316.84,159.0700838,1,97,93756.07012
2,91.65832393,1595.57,173.4466241,3,55,91653.81988
1,27.72735355,989.62,56.07121351,9,38,90412.50442
9,206.6262505,318.65,34.63205404,1,79,99443.19135
2,52.81516387,412.41,17.0551645,4,76,95059.89152
2,63.83818147,289.64,47.19661861,18,46,99243.20926
9,177.4468902,1016.12,122.5418764,2,67,98482.60146
4,152.6517104,290.05,48.49798321,3,96,99275.49612
7,211.1586107,1991.21,283.1203981,1,12,98408.52361
10,454.5171373,1254.31,66.08742507,2,44,106952.335
11,77.98037945,1254.99,100.2882316,2,64,93406.03588
5,223.5985813,832.88,44.09208267,3,64,98620.61749
6,118.8691654,1203.09,128.8917136,3,11,96208.58711
6,203.9344592,1861,167.7869407,3,48,93938.53742
3,79.92755985,1596.35,120.5768092,1,71,92066.25597
3,106.1251336,1270.07,161.2355568,6,37,96788.87421
1,61.8968678,510.76,34.75545329,11,66,93431.92291
1,75.76685941,65.18,-1.884304655,9,58,96678.17474
2,38.95581464,184.92,43.24153195,13,50,97886.5507
3,115.539558,1230.98,161.9078161,14,87,95774.61218
1,72.50500348,1161.83,127.7212165,22,32,94454.04708
5,144.8463905,1483.12,53.87026858,2,59,94111.29117
4,9.754999256,1152.64,216.4517849,24,21,96513.50927
3,146.34712,1522.28,95.04872986,7,16,95771.29332
3,113.4537067,967.93,122.2028686,12,85,96939.92622
2,43.2346113,1655.56,132.7638867,13,52,90608.71191
2,49.56591315,1189.41,109.6256471,22,50,93045.22331
4,61.03358536,733.15,90.82815724,18,2,97590.35676
1,47.42626814,684.99,-4.146270526,9,27,94652.74705
2,72.56987982,230.85,-0.456665122,9,19,94963.01047
